latitude,longitude,date,crime_type,confidence_level,source
22.76089532785504,-6.819901702112816,2024-03-03,pollution,high,news
-3.5929730402402953,92.77567407076833,2025-03-26,poaching,high,satellite
6.885186625049869,130.28402447599234,2025-01-15,logging,medium,report
-15.210661624727692,-177.4045779800078,2024-07-30,logging,low,satellite
73.25627921064537,-164.19097933498279,2022-03-07,mining,high,news
41.2134748357029,-80.89338381444428,2024-09-05,mining,low,news
-69.85507582752575,-122.78817048710836,2021-06-18,poaching,medium,report
-26.03926401413228,-78.52594757411282,2024-02-29,mining,medium,report
44.203761788380575,-53.34907122125128,2021-10-13,pollution,high,news
-21.4298742429353,40.59054495176295,2021-04-03,mining,medium,satellite
78.38468540677286,120.25965520446005,2025-06-12,logging,medium,news
46.91876313210369,-39.386816041303234,2023-07-10,poaching,low,news
-26.37453122367277,164.88385680970833,2023-12-20,logging,low,satellite
68.60637046910574,70.79608112995575,2024-02-14,pollution,low,satellite
-8.014484886843164,126.77409222530781,2021-04-27,poaching,low,news
13.187354298325033,-110.83166798889926,2024-01-09,pollution,low,report
65.85569968175221,-138.93029969971533,2024-09-13,poaching,low,satellite
-29.091755445868436,-127.67268700115112,2021-10-04,mining,high,news
71.23940073461122,-48.961284166877306,2023-10-15,poaching,medium,news
-31.197664829792622,-11.644241484736796,2022-09-21,pollution,medium,news
30.66276624938567,131.09573307712355,2021-07-17,logging,high,news
51.08029408563155,77.84210654818412,2023-12-28,mining,high,satellite
52.37583339785803,-68.03166885137037,2023-02-09,logging,high,news
-53.837671291741756,140.56293864696323,2023-07-06,logging,high,satellite
8.872240275567847,179.97519274460905,2020-03-20,poaching,high,report
51.38677983007301,-62.80327065366713,2021-06-24,pollution,low,news
89.19318714856377,125.28153944368256,2023-06-26,mining,low,satellite
-49.88319232721343,95.1939052648433,2023-08-17,poaching,high,report
-46.441368315924045,2.9452085729922715,2020-01-03,poaching,medium,satellite
-6.229219123020627,-103.14876211491625,2024-04-05,pollution,low,report
4.216380539920337,49.837460874415854,2024-03-24,poaching,medium,news
-81.01749645760009,-164.87462997217582,2023-07-05,logging,high,news
-0.351019877059386,124.7530325328105,2020-04-06,poaching,low,news
51.67076744899245,132.71463064128062,2024-06-29,pollution,medium,satellite
22.10603935933679,-61.33724501654193,2022-08-22,mining,high,report
-82.59158403200023,75.04548864678594,2024-01-29,poaching,high,news
-51.05978981235892,-177.85870251384824,2020-11-23,mining,high,news
-89.15409229623405,123.18551085191297,2020-06-13,logging,medium,satellite
35.91461946841527,65.16455554770596,2022-05-29,pollution,low,satellite
82.74647360122697,-174.1717107784641,2022-01-05,mining,medium,satellite
42.19851120813166,-119.08797186466666,2022-04-26,poaching,medium,news
72.48622349844362,51.11807753827563,2021-06-01,pollution,low,satellite
61.003506930462436,-15.654994271334175,2021-03-11,pollution,medium,report
67.69659077034618,115.17851671034117,2023-10-09,pollution,medium,news
25.28024470251168,15.580416771369073,2021-06-27,poaching,high,report
-69.9459362617217,-108.13921853719475,2024-02-28,pollution,low,report
-58.660729814337266,152.3232491641764,2022-05-31,logging,low,satellite
41.850221900592516,91.41957111629483,2022-07-27,pollution,low,news
-31.84085091514938,-81.13474148951725,2025-06-10,poaching,medium,news
-59.88490477017649,-8.810514622066961,2023-06-08,logging,low,report
53.87437927550428,84.24992948318186,2021-01-10,pollution,high,news
32.9955496630367,-11.247388263404133,2020-08-04,logging,high,news
39.33947004135456,-173.8099962477275,2020-10-13,poaching,high,report
23.21353213842424,77.64210825348499,2020-05-20,pollution,low,news
64.93746629416148,-96.52840359212964,2023-06-27,poaching,low,report
48.196067559132956,129.72585700717798,2025-04-08,logging,high,report
-51.81205704304655,57.888621675726085,2022-02-25,logging,low,news
76.47868550051913,34.627301867062016,2025-04-22,logging,low,report
18.838607650846285,85.6549805636476,2021-12-28,poaching,medium,news
-2.0094674907966095,82.61009384594286,2023-11-22,logging,medium,news
-28.1402571527164,-141.00144197322132,2025-03-01,logging,high,report
37.99961533038868,96.83973753297289,2023-06-29,poaching,high,report
63.98416112853164,-149.20463082225316,2024-12-01,pollution,low,report
7.598661964221293,161.53359703398252,2024-04-12,pollution,high,satellite
-50.75226868290328,100.93439236450752,2025-03-25,logging,low,satellite
-39.26944506263497,-118.5429306764647,2021-10-22,logging,high,report
83.12253015933123,168.55697435583494,2023-11-02,logging,high,report
-42.35229869664122,-40.32900849173126,2024-04-29,pollution,high,news
43.376898718170395,-79.57945056011525,2023-04-23,logging,high,satellite
77.52401852667381,-16.459924682217917,2023-08-16,mining,medium,report
11.961626259910489,-12.7623975735319,2022-08-26,pollution,low,satellite
-21.614942409593652,-13.75426722711768,2023-07-27,logging,low,satellite
-78.96844877701879,-55.97339259068882,2022-03-30,mining,low,report
-45.26237568167173,-176.90957446276246,2025-02-10,logging,high,report
-53.33079423802714,-82.74260193458399,2023-01-18,poaching,medium,satellite
-83.69143866954411,144.63599548268138,2024-11-15,pollution,medium,satellite
